[2025-04-20 01:35:05] IP: 127.0.0.1 | Username: hacker | Password: 1234 | Location: None, None, None
[2025-04-20 19:19:30] IP: 10.123.34.246 | Username: 2200031385 | Password: 12345678 | Location: None, None, None
[2025-04-20 19:22:47] IP: 10.123.34.246 | Username: hello | Password: 8725\ | Location: None, None, None
[2025-04-20 19:27:13] IP: 10.123.34.246 | Username: hhw | Password: jbf | Location: None, None, None
[2025-04-20 22:18:39] IP: 10.123.34.246 | Username: rkg | Email: lmiofh@knfe.com | Password: kheuf8 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:18:39] IP: 10.123.34.246 | Username: rkg | Email: lmiofh@knfe.com | Password: kheuf8 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:23:23] IP: 10.123.34.246 | Username: vjsd | Email: lrfk@kfnej | Password: km4io | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:26:35] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:36] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:37] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:37] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:38] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:38] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:38] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:39] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:39] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:26:39] IP: 10.123.34.246 | Username: ndfbbsdv | Email: jkdsbdu@mkje.co | Password: dv k | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:13] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:14] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:16] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:17] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:18] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:18] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:29:18] IP: 10.123.34.246 | Username: ktn | Email: tng@jr | Password: tntng | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:32:05] IP: 10.123.34.246 | Username: 2200031385 | Email: 123456789@dfcgvhbjnk | Password: 09876r21 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:35:46] IP: 10.123.34.246 | Username: sai | Email: frfcfd@cdr | Password: 1234567 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:35:47] IP: 10.123.34.246 | Username: sai | Email: frfcfd@cdr | Password: 1234567 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:35:47] IP: 10.123.34.246 | Username: sai | Email: frfcfd@cdr | Password: 1234567 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Windsurf/1.97.0 Chrome/128.0.6613.186 Electron/32.2.7 Safari/537.36
[2025-04-20 22:38:01] IP: 10.123.34.246 | Username: vgf | Email: Sai@344 | Password: ,njih | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:38:03] IP: 10.123.34.246 | Username: vgf | Email: Sai@344 | Password: ,njih | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:38:03] IP: 10.123.34.246 | Username: vgf | Email: Sai@344 | Password: ,njih | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 22:41:10] IP: 10.123.24.213 | Username: 2200031385 | Email: 2200031385@kluniversity.in | Password: Sarwansai@2005 | Location: N/A, N/A, N/A | Coordinates: N/A, N/A | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:16:13] IP: 127.0.0.1 | Username: 555@gmail | Email: 555@gmail.com | Password: sarwan | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:16:34] IP: 127.0.0.1 | Username: 555@gmail | Email: 555@gmail.com | Password: sarwansaiismylove | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:16:42] IP: 127.0.0.1 | Username: 555@gmail | Email: 555@gmail.com | Password: pukasarwansai | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:16:50] IP: 127.0.0.1 | Username: 555@gmail | Email: 555@gmail.com | Password: loverboysarwan | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:16:57] IP: 127.0.0.1 | Username: 555@gmail | Email: 555@gmail.com | Password: ilovesck | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:17:12] IP: 127.0.0.1 | Username: 555@gmail | Email: 555@gmail.com | Password: csk | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:20:09] IP: 10.123.24.213 | Username: RCB | Email: RCB@GMAIL.COM | Password: CSKERRIPOKA | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:21:26] IP: 127.0.0.1 | Username: sai | Email: samj2fk@mnj | Password: mnf942 | Location: Test City, Test Region, Test Country | Coordinates: 12.3456, 78.9012 | ISP: Test ISP | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:25:03] IP: 127.0.0.1 | Username: sai | Email: samj2fk@mnj | Password: mnf942 | Location: Vijayawada, Andhra Pradesh, IN | Coordinates: 16.5033, 80.6465 | ISP: CtrlS | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
[2025-04-20 23:25:15] IP: 127.0.0.1 | Username: sai | Email: samj2fk@mnj | Password:  b | Location: Vijayawada, Andhra Pradesh, IN | Coordinates: 16.5033, 80.6465 | ISP: CtrlS | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
